reference,window,set,acc,ci_lo,ci_hi,n_above_null,n_subj,wilcoxon_p,cohens_d,bf01,perm_p,excess_ratio,radial_r,ap_coef,midline_rho,joint_acc
csd,prestimTRIM_-0.50_to_-0.10s,FRONT-5,0.34845238095238096,0.3282142857142857,0.37,35,35,1.2316632742608505e-07,2.2933354007637012,4.370002795144391e-13,nan,4.235640326975485,0.34123230653153147,0.056364503362451274,-0.07142857142857144,0.2717857142857143
csd,prestimTRIM_-0.50_to_-0.10s,FRONT-5-local,0.3407142857142857,0.3183303571428571,0.36440476190476184,34,35,1.8059457012042208e-07,1.9987796169735725,1.8026229875288806e-11,nan,4.235640326975485,0.34123230653153147,0.056364503362451274,-0.07142857142857144,0.2717857142857143
csd,prestimTRIM_-0.50_to_-0.10s,OCC-9,0.2509523809523809,0.2382142857142857,0.26309523809523805,33,35,2.6106460083605045e-06,1.325418588938536,3.2278677731913015e-07,nan,4.235640326975485,0.34123230653153147,0.056364503362451274,-0.07142857142857144,0.2717857142857143
csd,prestimTRIM_-0.50_to_-0.10s,OCC-9-local,0.2555952380952381,0.2417857142857143,0.269404761904762,32,35,1.2271017162162475e-06,1.2970735782589098,5.062232215529449e-07,nan,4.235640326975485,0.34123230653153147,0.056364503362451274,-0.07142857142857144,0.2717857142857143
csd,prestimTRIM_-0.50_to_-0.10s,RIM-4,0.32345238095238094,0.3032142857142857,0.3441666666666667,34,35,1.8148219024555192e-07,1.9652228131638456,2.8127210570988805e-11,nan,4.235640326975485,0.34123230653153147,0.056364503362451274,-0.07142857142857144,0.2717857142857143
csd,stim_0.14_to_0.64s,FRONT-5,0.3022619047619048,0.28464285714285714,0.32035714285714284,35,35,1.229955722143931e-07,1.8706260428617043,1.0100261545451885e-10,nan,2.168886818816956,0.39910575558102845,0.0237347770495865,-0.2380952380952381,0.23511904761904762
csd,stim_0.14_to_0.64s,FRONT-5-local,0.2845238095238095,0.2652380952380952,0.3051190476190475,32,35,3.943579306158045e-07,1.3704923362760115,1.5866881054345713e-07,nan,2.168886818816956,0.39910575558102845,0.0237347770495865,-0.2380952380952381,0.23511904761904762
csd,stim_0.14_to_0.64s,OCC-9,0.24928571428571428,0.23857142857142857,0.2601190476190476,33,35,3.357265933711306e-07,1.485767988419895,2.66608188649746e-08,nan,2.168886818816956,0.39910575558102845,0.0237347770495865,-0.2380952380952381,0.23511904761904762
csd,stim_0.14_to_0.64s,OCC-9-local,0.23773809523809525,0.22547321428571426,0.25,29,35,9.115702173300488e-06,1.0023742128727482,6.093845830114771e-05,nan,2.168886818816956,0.39910575558102845,0.0237347770495865,-0.2380952380952381,0.23511904761904762
csd,stim_0.14_to_0.64s,RIM-4,0.26571428571428574,0.2542857142857143,0.2773809523809524,35,35,1.2068217652664284e-07,1.8525717322652087,1.2944279785172839e-10,nan,2.168886818816956,0.39910575558102845,0.0237347770495865,-0.2380952380952381,0.23511904761904762
csd,late_1.14_to_2.64s,FRONT-5,0.2867857142857143,0.27345238095238095,0.3003571428571428,34,35,1.8024056080219901e-07,2.0980391114868238,4.9611685849829746e-12,nan,7.110775862068973,0.2970207315507643,0.02094531201184927,-0.07142857142857144,0.3025
csd,late_1.14_to_2.64s,FRONT-5-local,0.25226190476190474,0.24178571428571424,0.26262202380952354,34,35,3.147607569548597e-07,1.6286089737825709,3.138367262065171e-09,nan,7.110775862068973,0.2970207315507643,0.02094531201184927,-0.07142857142857144,0.3025
csd,late_1.14_to_2.64s,OCC-9,0.21071428571428572,0.2019047619047619,0.21976190476190474,19,35,0.0370331773736528,0.38784266804444745,0.5552187791331052,nan,7.110775862068973,0.2970207315507643,0.02094531201184927,-0.07142857142857144,0.3025
