reference,window,channel,x,y,dist_cz,row_acc,col_acc,pattern,row_p,col_p,row_null_mean,row_p_fdr,col_p_fdr
average,prestimTRIM_-0.50_to_-0.10s,C2,0.15569549444767522,9.533599445850499e-18,0.15569549444767522,0.22238095238095237,0.20238095238095238,0.12839945852298457,0.000999000999000999,0.000999000999000999,0.20014059523809521,True,True
average,prestimTRIM_-0.50_to_-0.10s,C4,0.31139098889535044,1.9067198891700998e-17,0.31139098889535044,0.2179761904761905,0.26857142857142857,0.15406197100564017,0.000999000999000999,0.000999000999000999,0.19985297619047618,True,True
average,prestimTRIM_-0.50_to_-0.10s,C6,0.4670742986901498,2.860005224274434e-17,0.4670742986901498,0.22226190476190477,0.3336904761904762,0.47310100761663143,0.000999000999000999,0.000999000999000999,0.19991571428571428,True,True
average,prestimTRIM_-0.50_to_-0.10s,T8,0.622769793137825,3.8133651688594835e-17,0.622769793137825,0.23404761904761906,0.31023809523809526,0.5930724975340637,0.000999000999000999,0.000999000999000999,0.19998285714285713,True,True
average,prestimTRIM_-0.50_to_-0.10s,M1,0.8664628506549251,5.305554783173226e-17,0.8664628506549251,0.3244047619047619,0.18357142857142858,0.5894980096062121,0.000999000999000999,0.000999000999000999,0.19998690476190475,True,True
average,prestimTRIM_-0.50_to_-0.10s,TP7,-0.5922892699155132,-0.19244644966295837,0.6227697931378249,0.2567857142857143,0.24452380952380953,0.42368475462884403,0.000999000999000999,0.000999000999000999,0.19981916666666666,True,True
average,prestimTRIM_-0.50_to_-0.10s,CP5,-0.4486894406361628,-0.17223573916038112,0.4806114480352247,0.24047619047619048,0.2630952380952381,0.2358429605670917,0.000999000999000999,0.000999000999000999,0.19982952380952385,True,True
average,prestimTRIM_-0.50_to_-0.10s,CP3,-0.2988471109399219,-0.15889982751154083,0.33846528758550026,0.22452380952380951,0.23238095238095238,0.153846483571713,0.000999000999000999,0.000999000999000999,0.2000054761904762,True,True
average,prestimTRIM_-0.50_to_-0.10s,CP1,-0.15317259329874983,-0.1531725932987498,0.21661875882695023,0.19904761904761906,0.16607142857142856,0.0747416787691898,0.5564435564435565,0.000999000999000999,0.19974654761904762,False,True
average,prestimTRIM_-0.50_to_-0.10s,CPZ,1.9067198891700998e-17,-0.15569549444767522,0.15569549444767522,0.20095238095238097,0.12214285714285714,0.09602741724194869,0.4085914085914086,0.7622377622377622,0.1997211904761905,False,False
average,prestimTRIM_-0.50_to_-0.10s,CP2,0.15317259329874983,-0.1531725932987498,0.21661875882695023,0.19940476190476192,0.17273809523809525,0.07298691954847311,0.5624375624375625,0.000999000999000999,0.19989249999999997,False,True
average,prestimTRIM_-0.50_to_-0.10s,CP4,0.2988471109399219,-0.15889982751154083,0.33846528758550026,0.2220238095238095,0.22904761904761906,0.17257482513561828,0.000999000999000999,0.000999000999000999,0.19967773809523812,True,True
average,prestimTRIM_-0.50_to_-0.10s,CP6,0.4486894406361628,-0.17223573916038112,0.4806114480352247,0.23904761904761904,0.26976190476190476,0.5117904589274519,0.000999000999000999,0.000999000999000999,0.19970261904761907,True,True
average,prestimTRIM_-0.50_to_-0.10s,TP8,0.5922892699155132,-0.19244644966295837,0.6227697931378249,0.259047619047619,0.2654761904761905,0.7597975387650556,0.000999000999000999,0.000999000999000999,0.1999167857142857,True,True
average,prestimTRIM_-0.50_to_-0.10s,M2,-0.8664628506549251,5.305554783173226e-17,0.8664628506549251,0.3317857142857143,0.18904761904761905,0.6112336573781897,0.000999000999000999,0.000999000999000999,0.19984964285714285,True,True
average,prestimTRIM_-0.50_to_-0.10s,P7,-0.5038313462318709,-0.3660548999796477,0.6227697931378249,0.2805952380952381,0.18166666666666667,0.48644944049473904,0.000999000999000999,0.000999000999000999,0.19994440476190475,True,True
average,prestimTRIM_-0.50_to_-0.10s,P5,-0.3831644926704491,-0.33307981188050406,0.5076979313782504,0.26,0.185,0.3511049396779929,0.000999000999000999,0.000999000999000999,0.19986190476190474,True,True
average,prestimTRIM_-0.50_to_-0.10s,P3,-0.2555991277378157,-0.31563863605626796,0.4061510343108748,0.254047619047619,0.18226190476190476,0.32333303823773896,0.000999000999000999,0.000999000999000999,0.19998249999999998,True,True
average,prestimTRIM_-0.50_to_-0.10s,P1,-0.12679132837194132,-0.3138195499805803,0.33846528758550026,0.22642857142857142,0.1494047619047619,0.08881472864906072,0.000999000999000999,0.000999000999000999,0.19985869047619048,True,True
average,prestimTRIM_-0.50_to_-0.10s,PZ,3.8134397783401996e-17,-0.31139098889535044,0.31139098889535044,0.24392857142857144,0.13130952380952382,0.11383741997801958,0.000999000999000999,0.04295704295704296,0.19970857142857143,True,True
average,prestimTRIM_-0.50_to_-0.10s,P2,0.12679132837194132,-0.3138195499805803,0.33846528758550026,0.23916666666666667,0.1594047619047619,0.1096003068521011,0.000999000999000999,0.000999000999000999,0.19977130952380953,True,True
average,prestimTRIM_-0.50_to_-0.10s,P4,0.2555991277378157,-0.31563863605626796,0.4061510343108748,0.25202380952380954,0.19071428571428573,0.366789770822377,0.000999000999000999,0.000999000999000999,0.19965130952380952,True,True
average,prestimTRIM_-0.50_to_-0.10s,P6,0.3831644926704491,-0.33307981188050406,0.5076979313782504,0.26011904761904764,0.20154761904761906,0.4991123080720275,0.000999000999000999,0.000999000999000999,0.19958095238095236,True,True
average,prestimTRIM_-0.50_to_-0.10s,P8,0.5038313462318709,-0.3660548999796477,0.6227697931378249,0.2752380952380952,0.2075,0.5721522936286072,0.000999000999000999,0.000999000999000999,0.1998491666666667,True,True
average,prestimTRIM_-0.50_to_-0.10s,PO7,-0.3660548999796478,-0.5038313462318709,0.622769793137825,0.28404761904761905,0.15535714285714286,0.6704664451245982,0.000999000999000999,0.000999000999000999,0.19996690476190473,True,True
average,prestimTRIM_-0.50_to_-0.10s,PO5,-0.3202971422372838,-0.4408511957539812,0.5449220459139874,0.27976190476190477,0.15428571428571428,0.6379407654766583,0.000999000999000999,0.000999000999000999,0.20011630952380952,True,True
average,prestimTRIM_-0.50_to_-0.10s,PO3,-0.19572631237744492,-0.46110229606836256,0.500923264379275,0.2675,0.15202380952380953,0.5214594347656188,0.000999000999000999,0.000999000999000999,0.20001904761904762,True,True
average,prestimTRIM_-0.50_to_-0.10s,POz,5.720010448548868e-17,-0.4670742986901498,0.4670742986901498,0.2644047619047619,0.1355952380952381,0.42938280762256814,0.000999000999000999,0.002997002997002997,0.19996130952380953,True,True
average,prestimTRIM_-0.50_to_-0.10s,PO4,0.19572631237744492,-0.46110229606836256,0.500923264379275,0.2694047619047619,0.15642857142857142,0.5386740207076496,0.000999000999000999,0.000999000999000999,0.19976845238095237,True,True
average,prestimTRIM_-0.50_to_-0.10s,PO6,0.3202971422372838,-0.4408511957539812,0.5449220459139874,0.27154761904761904,0.16523809523809524,0.4855400691450518,0.000999000999000999,0.000999000999000999,0.19965761904761906,True,True
average,prestimTRIM_-0.50_to_-0.10s,PO8,0.3660548999796478,-0.5038313462318709,0.622769793137825,0.2760714285714286,0.1655952380952381,0.4572967829208113,0.000999000999000999,0.000999000999000999,0.19990892857142856,True,True
average,prestimTRIM_-0.50_to_-0.10s,CB1,-0.6222539674441618,-0.6222539674441617,0.88,0.3038095238095238,0.12654761904761905,0.6021599224722259,0.000999000999000999,0.34665334665334663,0.19998249999999998,True,False
average,prestimTRIM_-0.50_to_-0.10s,O1,-0.19244644966295849,-0.5922892699155132,0.622769793137825,0.2916666666666667,0.1394047619047619,0.5932052519943919,0.000999000999000999,0.000999000999000999,0.19999619047619047,True,True
average,prestimTRIM_-0.50_to_-0.10s,Oz,7.626730337718967e-17,-0.622769793137825,0.622769793137825,0.29583333333333334,0.12797619047619047,0.597247824027628,0.000999000999000999,0.22877122877122877,0.19995523809523807,True,False
